,users,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1046,1046,,,,,,,-9.781,-9.687999999999999,,,,,-9.844,,0.75,-7.343999999999999,5.812,-4.75,-9.875,,,,,,-1.969,,,-5.906000000000001,,,,,,,,,,,,,,,,,,,,-7.093999999999999,,,,,,,,5.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.062,,,,,,-9.687999999999999,1.406,,
1047,1047,,,,,,,-4.343999999999999,-3.719,,,,,-7.375,,6.718999999999999,8.812000000000001,8.844,-8.0,8.781,,,,,,-4.656000000000001,,,,,,,,,,,,,,,,9.156,,,,,,,,,,,,,,,,,,,,,,,,8.906,-0.9690000000000001,,7.781000000000001,3.656,8.937999999999999,,8.812000000000001,,0.125,-9.469,8.969,1.219,,-1.156,,,8.437999999999999,8.844,,,,,,,,,-2.594,9.531,,,,8.75,,,
1050,1050,,,,,,,9.344,8.969,,,,,0.875,,1.031,5.875,9.812000000000001,7.188,8.75,,9.031,,,6.656000000000001,,7.093999999999999,,,9.437999999999999,8.656,,8.969,8.969,9.531,,,6.656000000000001,,4.906000000000001,9.062000000000001,9.375,9.875,,8.719,,9.969,,9.437999999999999,,9.937999999999999,,,9.219,8.781,,9.875,8.625,,,8.844,,9.031,,,8.406,8.969,,9.187999999999999,8.875,,,,,7.938,,7.093999999999999,8.812000000000001,,,,,8.75,,,,7.812,,8.437999999999999,8.844,,,9.375,,,,,,,,
1052,1052,,,,,,,-9.906,6.531000000000001,,,,,-9.812000000000001,,-9.844,-0.7190000000000001,1.5,2.406,-9.812000000000001,,,,,,,,,,9.969,,,,,,,,,,,,,,,,,,,,,10.0,,,9.969,,,,,,,,,10.0,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
1053,1053,,,,,,,-6.562,-1.8119999999999998,,,,,-2.688,,-0.938,-7.375,2.5,6.031000000000001,6.281000000000001,,3.812,1.781,1.781,-1.406,3.469,7.812,,6.531000000000001,4.562,2.688,,4.0,4.0,6.312,3.719,6.843999999999999,4.375,6.593999999999999,-2.875,-0.531,-5.218999999999999,7.688,,-4.688,5.093999999999999,5.156000000000001,7.938,4.5,6.093999999999999,5.562,,,7.656000000000001,9.937999999999999,1.0,6.438,6.75,2.625,3.562,-1.281,,8.375,3.562,5.562,4.375,8.531,-2.375,5.875,8.719,7.125,4.312,6.125,,0.9059999999999999,0.9059999999999999,7.812,7.218999999999999,5.688,3.25,,6.968999999999999,6.218999999999999,6.843999999999999,0.375,4.968999999999999,0.7190000000000001,7.688,6.718999999999999,7.438,5.438,8.562000000000001,7.0,8.062000000000001,4.375,4.188,6.718999999999999,5.562,4.656000000000001,6.968999999999999,
1054,1054,,,,,,,1.5,1.4380000000000002,,,,,-9.187999999999999,,1.375,-9.656,-8.812000000000001,-8.5,-8.437999999999999,,,,,,,,,2.312,,,,,,,,,,3.469,,,,,,,,2.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.188,,,,,,,,,,,,2.406,,,,,,,,2.375,,,,2.0,
1056,1056,,,,,,,-8.937999999999999,-9.125,,,,,-9.531,,-5.906000000000001,-9.125,9.75,-6.281000000000001,9.531,,0.188,,,,,,,,,,,,,,,9.812000000000001,,,,,,,,,,,1.969,,,4.843999999999999,,,-0.594,,,,0.188,,,,,-1.0,-0.625,,,,,-1.4380000000000002,,,,-1.281,,,,,,9.969,,,,,,,,,,,0.406,-5.281000000000001,,,-0.094,,,-0.7190000000000001,,,,
1057,1057,,,,,,,-9.125,-6.531000000000001,,,,,-9.375,,-3.688,-9.406,7.688,-9.562000000000001,-8.75,,,,,-8.219,-7.312,,,,,,,0.43799999999999994,,,-9.656,-9.406,,-8.875,,,-9.219,,,,-8.437999999999999,,-6.375,-6.718999999999999,,-9.437999999999999,,,,4.218999999999999,-9.219,,,,,,,,,,-9.562000000000001,,,-9.281,,,,1.0,,,,,,3.719,,,,,,,-7.468999999999999,,-8.062000000000001,,-4.0,,-9.375,-9.531,,-8.937999999999999,-8.219,2.688,-7.438,,,
1058,1058,,,,,,,-0.281,3.656,,,,,4.438,,-2.844,0.21899999999999997,6.093999999999999,4.906000000000001,3.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.844,,,3.875,,,,,,,,,,4.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,1061,,,,,,,2.094,-3.469,,,,,-1.062,,-0.9690000000000001,-0.5,0.21899999999999997,-3.25,-9.781,,,,,,,4.938,,,,,,,,6.5,,,,,,,,9.594,,,,,2.031,,,,,,,,,-4.343999999999999,,,,,,,,,,,,,,,,,,,8.125,,6.781000000000001,,,,,,,,,,-2.25,,,,,,6.406000000000001,7.562,,-0.6559999999999999,,,,
1062,1062,,,,,,,2.656,4.968999999999999,,,,,-2.688,,-2.438,-0.688,0.21899999999999997,4.062,0.8440000000000001,,6.438,,,,,,,,-0.344,,,2.781,,,4.031000000000001,,,,,-0.75,2.0,6.188,,,,7.281000000000001,5.812,6.156000000000001,5.438,-0.188,,,,,,5.875,,6.562,,,,6.75,,,,7.281000000000001,,5.438,,,7.062,6.843999999999999,,,,5.843999999999999,7.156000000000001,6.468999999999999,,,-0.9059999999999999,,,7.218999999999999,,5.531000000000001,7.062,,5.188,6.906000000000001,,5.125,6.812,,,7.25,,,,
1064,1064,,,,,,,-0.25,2.438,,,,,4.062,,5.843999999999999,-4.062,2.062,-2.156,-6.812,,,,,,-7.093999999999999,,,,,,,,,,,,2.656,,,,,,,,,,,,,,,,,,,8.844,,,,,,,,,,,,,,,,1.469,,,,,,,,,,,,,,,-0.406,0.594,9.531,,,,,,,,0.281,,,
1065,1065,,,,,,,0.5,-3.625,,,,,-4.781000000000001,,-3.906,-8.531,2.406,-7.093999999999999,5.25,,,,-4.938,,-2.875,6.781000000000001,,,1.6880000000000002,,,5.531000000000001,,,,6.062,,,,,,5.5,,,,,,,,6.438,,,4.093999999999999,,,,,,,,,-5.156000000000001,,,-4.406000000000001,1.719,,3.531,2.594,,,,,,,,,,,,,,,,,,,,2.438,,,,,,,,,,,
1070,1070,,,,,,,-9.781,-9.656,,,,,-7.688,,-6.062,-9.219,9.094,-4.906000000000001,-6.156000000000001,,2.375,,,,4.531000000000001,,,1.844,,,,,,0.25,,2.094,,1.031,,,,7.656000000000001,,,1.219,-6.312,1.4380000000000002,0.9059999999999999,-2.281,1.75,,,,,2.062,0.688,,-2.094,,,,,,,,1.375,,,,,,,,,,,,,,,,,3.531,,,,2.219,-0.6559999999999999,,,0.344,,2.0,,,,-5.0,4.812,,
1071,1071,,,,,,,-5.562,-8.156,,,,,-7.562,,-8.687999999999999,-0.094,-1.375,2.688,2.688,,,,,,,,,,,,,,,,,-3.969,,,,,,,,,,,-4.75,,,,,,6.906000000000001,,,,,,,,,-4.25,,,,,,6.093999999999999,,,,4.031000000000001,,,,,,-5.688,,,,,,,,,,,8.0,4.25,,,,,,8.469,,,,
1073,1073,,,,,,,-5.656000000000001,3.531,,,,,-2.156,,-5.781000000000001,0.21899999999999997,-2.062,-1.875,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.438,1.5,,,-2.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,1074,,,,,,,1.8119999999999998,-1.969,,,,,4.625,,0.469,8.781,1.5,-8.156,1.625,,2.562,3.375,2.375,7.406000000000001,0.7190000000000001,5.343999999999999,,-3.469,-2.125,-2.781,,-0.312,0.8440000000000001,-6.093999999999999,4.781000000000001,4.156000000000001,-2.594,9.25,-4.406000000000001,-2.281,-4.031000000000001,-1.344,,3.875,-3.75,1.625,1.375,-4.938,-2.188,4.312,,,5.656000000000001,2.438,-2.906,3.656,4.468999999999999,-5.75,-2.5,-2.594,,3.125,-1.3119999999999998,2.188,-4.031000000000001,5.156000000000001,-2.844,3.281,8.0,-6.312,-9.531,-2.844,,-1.156,2.562,-2.094,-5.156000000000001,-1.9380000000000002,-5.562,,-5.188,-0.188,-6.938,1.8119999999999998,1.469,9.312000000000001,1.719,-1.5619999999999998,6.156000000000001,2.281,2.625,-1.719,2.969,-4.625,-1.906,5.031000000000001,-6.938,-2.0,-2.969,
1079,1079,,,,,,,-9.844,4.531000000000001,,,,,-4.75,,1.062,3.0,7.656000000000001,0.812,-2.75,,5.281000000000001,-9.875,5.718999999999999,7.656000000000001,5.843999999999999,3.719,,7.688,8.125,8.281,,8.25,4.062,9.719,7.281000000000001,5.812,8.625,6.093999999999999,0.125,6.906000000000001,0.21899999999999997,8.156,,6.718999999999999,8.469,2.969,4.375,7.281000000000001,6.375,2.562,,,5.343999999999999,5.812,6.188,3.938,8.656,7.375,7.5,-5.5,,7.656000000000001,6.625,-9.562000000000001,5.593999999999999,2.844,2.562,0.094,6.125,8.125,4.062,5.062,,7.375,-2.062,3.219,6.906000000000001,5.438,4.062,,6.656000000000001,7.75,0.375,5.438,5.218999999999999,6.906000000000001,5.406000000000001,5.718999999999999,0.7809999999999999,6.0,-2.562,5.75,4.531000000000001,-4.625,5.781000000000001,0.7190000000000001,3.562,9.875,0.094,
1080,1080,,,,,,,1.0,3.594,,,,,-4.5,,0.125,-7.718999999999999,3.0,4.218999999999999,-0.5,,,,,,,,,8.094,3.094,,,9.656,,,7.25,8.031,,,,,,,,,,,,,,6.5,,,7.281000000000001,,,9.687999999999999,,,,,,6.093999999999999,7.125,,,,6.531000000000001,8.719,,,,7.812,,,,6.75,,,,,,,,,,5.843999999999999,,,9.969,,5.281000000000001,,4.031000000000001,7.156000000000001,,6.843999999999999,3.812,,,
1081,1081,,,,,,,-9.781,3.531,,,,,-6.656000000000001,,6.938,1.656,7.281000000000001,-4.531000000000001,1.531,,3.156,9.906,0.9690000000000001,,-0.281,2.781,,,0.344,,,,,,,,,,,,,-0.562,,,,9.375,,,,,,,,,,,,,,,,,,,3.5,4.25,,0.6559999999999999,,,,,,,-3.406,5.968999999999999,,,,,,,9.687999999999999,,,,0.812,,-0.406,,-5.343999999999999,6.0,4.718999999999999,,,4.25,,,-0.312,
1082,1082,,,,,,,-9.906,2.906,,,,,-7.375,,-3.781,-7.281000000000001,-6.375,-6.562,-6.75,,6.906000000000001,,,,,,,3.0,,,,-5.125,,,9.719,5.0,,,-7.031000000000001,-9.906,,3.5,,,,,,-4.562,3.656,2.375,,,8.5,4.343999999999999,,,,,,-7.25,,5.75,-5.031000000000001,-3.156,-6.188,,-6.781000000000001,,4.531000000000001,,-4.718999999999999,-5.531000000000001,,,-7.218999999999999,2.469,5.062,,-6.25,,-0.594,,8.469,-7.031000000000001,-7.0,,5.75,,8.062000000000001,,8.469,4.031000000000001,,3.875,,6.562,5.375,0.875,6.343999999999999,
1087,1087,,,,,,,2.375,4.218999999999999,,,,,3.906,,3.406,0.43799999999999994,-2.312,2.219,0.5,,-1.031,9.219,5.062,3.469,1.469,-3.25,,-2.656,0.7809999999999999,5.781000000000001,,2.938,2.719,-1.594,-2.938,3.375,-4.125,7.0,2.5,1.156,6.438,-0.75,,5.406000000000001,0.594,-1.4380000000000002,-0.344,-0.188,1.656,-2.875,,,-6.343999999999999,-1.406,0.625,-4.188,5.656000000000001,4.218999999999999,-1.469,6.343999999999999,,-0.562,-0.625,-1.0,-0.094,-0.344,4.938,1.062,-1.9380000000000002,0.875,-2.406,3.0,,0.7809999999999999,-2.625,-4.468999999999999,0.25,5.531000000000001,1.062,,1.8119999999999998,1.5619999999999998,-3.25,0.875,3.812,7.906000000000001,-1.125,3.125,2.312,5.5,6.938,-1.031,-1.0,4.812,3.0,3.375,1.375,-0.25,1.531,
1092,1092,,,,,,,1.875,-0.688,,,,,3.5,,-4.093999999999999,-1.3119999999999998,-2.5,-3.781,2.375,,5.218999999999999,3.312,,2.0,2.156,4.25,,,4.375,-4.812,,,5.812,1.156,,3.219,3.719,-10.0,5.375,,-6.906000000000001,,,-5.218999999999999,0.625,,3.281,1.5619999999999998,5.218999999999999,1.625,,,,,-2.875,1.531,5.75,3.688,4.968999999999999,5.5,,3.375,4.906000000000001,-4.156000000000001,,2.0,4.593999999999999,1.969,4.093999999999999,,4.781000000000001,4.188,,-5.688,,,3.938,2.906,1.6880000000000002,,3.281,2.5,5.625,5.938,-5.25,1.625,,5.125,,2.219,0.344,1.094,3.094,3.469,,1.6880000000000002,6.031000000000001,6.062,2.906,
1093,1093,,,,,,,9.906,9.937999999999999,,,,,-0.188,,0.625,1.156,1.219,3.062,1.469,,3.281,,,,5.468999999999999,5.75,,5.656000000000001,3.562,0.531,,0.75,,,5.562,0.75,3.281,,5.75,,,0.562,,,4.468999999999999,0.469,2.719,,0.531,0.469,,,2.875,0.531,,,0.531,0.531,,0.75,,0.562,0.75,0.688,,,0.469,,0.531,,,0.688,,2.812,5.75,5.75,5.75,,3.281,,,,,0.688,0.688,,,5.656000000000001,1.281,,0.531,6.156000000000001,5.656000000000001,0.688,3.25,5.656000000000001,5.656000000000001,5.718999999999999,5.718999999999999,
1096,1096,,,,,,,0.625,-1.344,,,,,-3.312,,-1.094,-2.594,-1.281,-4.5,0.21899999999999997,,8.937999999999999,,3.938,,-2.094,9.0,,,4.468999999999999,6.468999999999999,,9.375,,,9.094,8.625,,,-8.0,,-5.812,3.156,,,,,,,8.562000000000001,9.281,,,7.718999999999999,,,,,,8.719,,,-2.281,,-5.468999999999999,4.468999999999999,-3.469,,,,,,4.25,,,,7.843999999999999,,,,,9.062000000000001,,,,,,4.25,,9.969,,,,4.125,,,,,,,
1097,1097,,,,,,,-7.125,-0.469,,,,,-8.281,,4.375,3.438,5.656000000000001,1.844,0.031,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,,4.843999999999999,,,,,-2.25,0.21899999999999997,,,,,,,,5.625,,,,,,,,6.812,,,,,6.0,6.343999999999999,,,,,,,,,,,,,,,,4.031000000000001,,7.406000000000001,,,,,
1101,1101,,,,,,,2.781,2.781,,,,,-3.844,,-6.718999999999999,-0.031,-5.562,1.906,2.625,,,,,,,,,,,,,5.406000000000001,,,5.938,9.094,,,,,,2.344,,,,,,,,8.719,,,,,,8.562000000000001,,,4.062,,,8.906,8.156,,,8.406,,9.094,,-0.43799999999999994,,,,,,4.656000000000001,,,,,,8.031,6.093999999999999,,,,,8.812000000000001,9.031,,,,9.219,,,,,,,
1102,1102,,,,,,,-5.875,0.125,,,,,-2.594,,0.062,-0.125,-3.875,4.375,1.656,,-1.3119999999999998,-5.125,-1.406,-7.156000000000001,-3.844,-0.75,,-2.812,0.188,-0.406,,5.031000000000001,-1.875,1.9380000000000002,5.906000000000001,5.938,-3.375,2.781,-4.156000000000001,0.344,-7.593999999999999,-3.25,,-0.43799999999999994,-3.094,-3.469,0.812,4.375,2.781,4.062,,,0.562,2.781,1.8119999999999998,-1.906,-4.156000000000001,2.812,-3.125,-3.156,,2.531,4.718999999999999,-3.219,2.0,1.8119999999999998,-5.938,3.531,5.688,-2.5,0.0,3.531,,-4.218999999999999,-9.187999999999999,2.969,2.719,-1.4380000000000002,1.469,,2.5,-4.688,2.719,6.343999999999999,-2.25,-2.688,4.281000000000001,-4.156000000000001,4.218999999999999,-5.218999999999999,0.594,2.031,3.906,-5.093999999999999,3.531,4.343999999999999,3.188,-1.875,1.5,
1103,1103,,,,,,,-8.875,-9.156,,,,,-4.562,,-9.031,-7.468999999999999,-6.875,-7.531000000000001,-3.219,,,,,-9.656,,,,,,,,,,,,-9.156,,,,,,,,,,,6.562,-7.375,,,,,,9.844,,,,,,,,,,,2.594,,,-1.6880000000000002,,,,,,,,,,1.531,,,,,,,,,,,7.281000000000001,,,-9.594,,-2.25,-8.25,,3.531,,,
1105,1105,,,,,,,-0.344,-0.344,,,,,-0.344,,3.312,-5.875,-4.281000000000001,-1.6880000000000002,1.125,,-9.656,-6.875,-2.812,-6.843999999999999,-8.562000000000001,-3.469,,6.156000000000001,6.312,-2.438,,-7.312,-8.312000000000001,0.7190000000000001,5.438,3.0,-8.344,-8.562000000000001,0.594,-5.75,-7.718999999999999,-4.812,,-7.0,2.406,5.593999999999999,0.6559999999999999,8.594,-4.875,-5.593999999999999,,,-1.75,-9.094,0.188,-3.969,-8.625,-8.344,1.6880000000000002,-5.125,,9.187999999999999,0.21899999999999997,-8.406,-6.406000000000001,8.469,-8.656,5.343999999999999,-4.468999999999999,2.906,-8.344,4.218999999999999,,-8.812000000000001,-5.843999999999999,3.625,-8.625,0.594,-2.344,,2.875,-2.438,-5.656000000000001,-3.812,-8.625,-9.687999999999999,-9.344,3.406,5.5,-4.75,-6.531000000000001,-0.062,3.125,-6.781000000000001,-8.844,-5.218999999999999,-7.062,8.219,5.656000000000001,
1106,1106,,,,,,,-4.156000000000001,4.688,,,,,3.125,,-0.406,-9.281,-2.156,-6.188,-7.875,,,,,,,,,,,,,,,-2.938,-2.406,,,,,,,,,,,,,-6.562,,,,,-6.062,,-0.031,,,-0.6559999999999999,,,,,-5.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.875,-6.312,,,,3.562,-1.9380000000000002,,,
1107,1107,,,,,,,-2.688,5.938,,,,,-3.094,,2.531,-8.844,7.968999999999999,4.656000000000001,-6.593999999999999,,-6.375,7.906000000000001,-9.281,-2.75,3.156,-8.219,,5.125,-2.562,-7.281000000000001,,-0.5,-6.156000000000001,-5.593999999999999,9.656,-0.062,-5.812,6.062,-6.031000000000001,-5.5,-8.062000000000001,-2.188,,-7.968999999999999,-6.718999999999999,-5.343999999999999,-8.531,-2.844,1.656,7.531000000000001,,,-2.375,-5.312,-9.625,-6.906000000000001,-5.531000000000001,-6.781000000000001,5.5,-4.5,,-5.0,-5.875,-5.75,6.343999999999999,-6.5,-8.75,-2.25,-0.625,-5.625,-8.062000000000001,-4.125,,1.344,,-6.438,2.594,-5.906000000000001,-8.125,,,-5.125,5.688,-7.156000000000001,-7.75,,-5.718999999999999,-1.062,1.156,-2.344,5.656000000000001,4.218999999999999,-3.938,,2.406,2.281,-3.625,-3.062,-2.438,
1108,1108,,,,,,,-1.094,0.7190000000000001,,,,,4.438,,-3.344,2.875,-4.562,-4.593999999999999,-5.0,,,0.75,-5.125,,,,,,,,,,-5.125,,,,,,,,,0.562,,,,,,-2.188,,,,,,,,,,,,,,,,,,,5.968999999999999,,,,,,,,,,,,,,4.968999999999999,,,,,1.062,,,,3.125,,,,0.0,,-1.219,2.188,,,
1110,1110,,,,,,,-0.188,2.438,,,,,-4.562,,4.562,-4.906000000000001,6.593999999999999,4.312,9.219,,,,6.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.593999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,1116,,,,,,,1.156,4.656000000000001,,,,,5.156000000000001,,0.469,-6.968999999999999,-4.125,5.375,-2.219,,-2.031,-4.0,-4.906000000000001,-4.625,-3.844,-4.438,,0.875,4.0,-5.375,,4.781000000000001,-4.688,2.156,2.938,1.625,5.625,-3.969,1.594,-2.531,-6.843999999999999,-4.188,,-6.375,1.8119999999999998,2.781,-4.562,-2.5,3.625,1.9380000000000002,,,1.9380000000000002,5.781000000000001,-2.156,1.469,-1.531,-4.188,-3.75,-1.156,,5.312,3.625,0.0,-1.156,-0.062,-7.468999999999999,0.469,3.062,-0.281,3.312,-4.625,,-5.031000000000001,-5.593999999999999,1.781,1.531,0.188,-4.093999999999999,,-2.906,-3.125,-2.594,1.031,-4.843999999999999,-2.219,-4.156000000000001,2.156,4.062,-4.188,0.094,3.0,-4.125,0.938,-5.031000000000001,2.688,3.312,2.438,4.406000000000001,
1119,1119,,,,,,,8.844,-4.562,,,,,0.156,,2.969,1.6880000000000002,9.625,1.031,9.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.625,,,,,,,,,,,,,,,,,,,3.469,,3.469,,,,,,,,,,,,,,,,
1121,1121,,,,,,,2.469,0.7190000000000001,,,,,-1.031,,-1.3119999999999998,-0.5,2.594,2.469,7.188,,,,,,,,,,,,,,,,,,,-9.375,,,,,,,7.438,,-7.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.188,,,,,-5.843999999999999,,,,,,,,,,,,,
1122,1122,,,,,,,-6.0,2.906,,,,,-4.843999999999999,,-2.125,-9.656,4.406000000000001,-5.5,6.812,,0.8440000000000001,-8.969,-7.938,1.4380000000000002,-8.594,-5.75,,-9.469,-2.156,-3.375,,5.593999999999999,2.562,-9.344,-6.781000000000001,3.312,-6.468999999999999,-6.781000000000001,-7.156000000000001,-7.968999999999999,-8.562000000000001,-6.812,,-9.375,-8.312000000000001,-7.843999999999999,-7.406000000000001,-6.843999999999999,-9.594,-6.218999999999999,,,-1.219,3.438,-9.781,-0.21899999999999997,-9.344,-6.218999999999999,-7.031000000000001,-6.906000000000001,,-2.438,-7.438,-9.125,6.593999999999999,-2.531,-9.656,1.625,6.625,-4.093999999999999,-1.469,-2.281,,-9.437999999999999,-8.0,-0.6559999999999999,3.469,-5.062,-7.531000000000001,,-9.125,-7.5,-7.5,1.375,-8.187999999999999,-9.469,-7.812,-7.968999999999999,9.719,-8.656,-7.718999999999999,-7.875,-7.718999999999999,-3.781,-5.562,0.25,-7.781000000000001,-7.625,-1.8119999999999998,
1123,1123,,,,,,,-3.906,7.156000000000001,,,,,-5.343999999999999,,6.812,-6.625,0.938,5.406000000000001,8.125,,9.375,,2.688,,6.75,7.343999999999999,,,,,,,,,,,7.156000000000001,3.75,7.125,-5.218999999999999,,,,,6.718999999999999,7.031000000000001,4.438,,,,,,7.812,9.875,,,,,6.218999999999999,8.781,,-0.281,7.093999999999999,,,3.562,-2.688,,-1.719,,6.062,,,-5.718999999999999,,,,,,,5.438,8.594,,7.593999999999999,7.75,,5.438,6.843999999999999,,,,8.187999999999999,,,3.219,5.812,3.656,7.125,,
1124,1124,,,,,,,7.281000000000001,9.094,,,,,9.875,,-4.656000000000001,0.8440000000000001,7.0,0.7809999999999999,8.469,,6.0,9.406,5.843999999999999,-4.156000000000001,6.843999999999999,3.031,,2.438,9.844,-3.438,,4.812,-8.125,8.281,8.125,0.125,2.031,6.593999999999999,4.062,9.906,8.25,6.25,,-9.625,6.718999999999999,1.781,9.594,8.125,5.718999999999999,9.719,,,9.812000000000001,7.312,-9.437999999999999,9.094,-7.25,9.687999999999999,7.218999999999999,8.75,,8.625,7.875,1.406,9.187999999999999,7.906000000000001,2.844,8.75,9.625,4.906000000000001,4.438,5.438,,5.25,9.75,4.375,6.718999999999999,8.781,-6.25,,9.687999999999999,3.969,-8.156,5.656000000000001,5.812,1.969,7.5,-2.375,9.844,9.562000000000001,9.187999999999999,6.0,5.5,6.843999999999999,5.188,2.281,7.468999999999999,7.125,8.875,
1126,1126,,,,,,,-8.5,-4.406000000000001,,,,,5.781000000000001,,-7.062,0.094,-5.375,-6.656000000000001,5.438,,-5.438,,,,,,,,2.531,,,,,,5.031000000000001,,,,,,,,,,,,,,,6.688,,,6.125,,,,,,,,,7.625,,,-4.625,4.125,,,6.812,,,5.562,,,-5.281000000000001,6.75,,,,,5.218999999999999,,8.25,,,,-1.062,,,,-1.9380000000000002,5.468999999999999,,,,,,,,
1128,1128,,,,,,,2.25,0.0,,,,,-7.75,,-3.812,2.531,1.6880000000000002,2.75,-0.406,,-3.5,,,,,,,,5.812,0.156,,,,,7.812,7.0,,,,,,,,,,,,-6.688,,,,,8.469,,,,,,,,,,,,0.344,,,4.406000000000001,,,,4.531000000000001,,,,4.843999999999999,,,,,,,,,,,,,6.062,,,,,4.781000000000001,,,,,5.125,
1130,1130,,,,,,,-6.062,2.938,,,,,-7.125,,5.0,-0.688,-5.468999999999999,-4.093999999999999,-8.906,,,,,,,,,,-0.406,,,,,,,,,,,,,,,,,,,,0.156,-2.0,,,,,,,,,,,,,,,,,,,-1.906,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,
1132,1132,,,,,,,-0.344,6.688,,,,,4.812,,9.937999999999999,-9.844,5.812,-1.344,1.594,,,,,,,,,,,,,,,,,,,,,-8.312000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.469,,,,,,,,8.406,,,
1134,1134,,,,,,,-7.843999999999999,4.531000000000001,,,,,-6.812,,-7.468999999999999,-1.75,-4.218999999999999,-7.125,-4.656000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.75,,,,,,,,,,,,,,,,0.031,,,,,,-7.343999999999999,,,
1135,1135,,,,,,,0.8440000000000001,-2.688,,,,,4.188,,1.781,-7.125,2.188,2.375,-2.781,,0.344,1.781,1.344,-1.969,4.0,1.094,,-0.125,2.812,1.125,,0.25,-1.875,1.375,-0.43799999999999994,2.094,-3.156,-1.875,-0.188,1.188,-1.6880000000000002,0.344,,-0.375,-0.625,2.0,0.344,0.281,2.281,1.719,,,-1.719,0.125,0.344,0.688,-1.375,-0.21899999999999997,1.156,0.094,,3.344,0.469,-1.656,1.062,1.3119999999999998,-2.812,2.969,0.43799999999999994,0.812,1.3119999999999998,7.188,,0.062,-0.7809999999999999,-2.594,0.9690000000000001,0.7809999999999999,0.562,,0.625,-0.625,-0.562,0.688,-1.5,-1.625,2.906,1.781,-1.062,-0.312,0.7809999999999999,0.062,0.0,-2.219,6.5,1.25,-0.531,0.5,1.125,
1136,1136,,,,,,,1.719,3.0,,,,,3.5,,0.8440000000000001,-7.343999999999999,-7.843999999999999,0.594,0.469,,,3.125,-6.438,,-6.218999999999999,,,,,,,,1.875,3.469,6.875,5.343999999999999,3.75,-0.281,,,,-4.468999999999999,,,,,,2.938,,,,,,,,2.438,,,,,,,4.906000000000001,,,,-6.093999999999999,,-8.562000000000001,,,,,,,,,,,,1.125,,,0.281,2.625,1.8119999999999998,,,,-5.688,1.094,,,2.312,2.656,2.969,3.25,,-3.719,
1137,1137,,,,,,,-4.718999999999999,-5.843999999999999,,,,,-5.312,,3.438,-9.469,8.219,-4.093999999999999,3.031,,1.281,-0.375,-5.531000000000001,-7.968999999999999,6.406000000000001,-0.375,,0.312,2.844,4.093999999999999,,5.593999999999999,-8.219,-6.188,8.0,4.75,-9.187999999999999,-3.031,7.781000000000001,7.593999999999999,-0.9059999999999999,4.0,,-7.562,1.219,0.375,8.469,-0.375,6.438,7.75,,,3.625,8.875,-8.969,6.062,-4.5,7.843999999999999,2.844,5.688,,8.437999999999999,4.438,-7.25,4.5,6.406000000000001,0.156,8.906,8.812000000000001,8.687999999999999,7.968999999999999,9.0,,-1.625,1.9380000000000002,8.781,3.844,6.156000000000001,5.593999999999999,,7.5,5.688,8.094,6.25,6.406000000000001,-4.438,2.406,1.656,8.187999999999999,7.968999999999999,8.812000000000001,8.0,8.594,-5.343999999999999,7.125,0.5,7.438,7.093999999999999,-6.125,
1138,1138,,,,,,,-6.718999999999999,-2.562,,,,,-5.688,,-6.343999999999999,0.9059999999999999,5.593999999999999,4.875,5.968999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.125,,,,,,,,,,,,,,,,8.187999999999999,,,1.719,,,,,,,,,,,,,,,,
